"id","name","weak_foot","skill_moves","ball_control","dribbling","marking","sliding_tackle","standing_tackle","aggression","reactions","att_positions","interceptions","crossing","short_pass","long_pass","shot_power","finishing","long_shots","curve","freekick_accuracy","volleys"
268,"Loïc Perrin",3,2,74,62,85,83,86,81,76,56,82,69,74,77,74,64,67,59,51,44
269,"Lucas Biglia",4,3,84,76,70,77,80,83,80,55,82,74,83,82,77,52,75,71,76,78
270,"Benoît Costil",3,1,12,13,16,14,11,22,77,12,22,11,35,33,22,14,15,12,11,12
271,"Raúl Albiol",3,2,67,54,85,83,85,79,78,30,83,38,71,65,65,27,53,53,45,31
272,"Mario Gómez",4,2,75,74,20,20,24,72,80,84,20,62,69,50,82,84,78,68,36,78
273,"Gabi",3,2,79,74,76,74,79,82,80,72,82,67,85,84,81,67,76,86,75,64
274,"Diego López",3,1,23,11,14,14,13,36,79,11,16,11,28,23,22,12,11,10,11,14
275,"Raffael",4,4,83,87,29,31,42,66,84,82,53,73,84,77,77,81,78,80,73,75
276,"Alejandro Gómez",4,4,86,87,24,34,30,56,78,78,40,80,80,72,74,72,78,77,69,72
277,"Gonzalo Rodríguez",3,2,72,62,82,82,85,80,76,32,84,38,72,76,68,44,36,50,46,22
278,"Vincent Enyeama",3,1,23,11,12,11,12,39,76,10,21,10,39,28,35,19,10,14,71,11
279,"Kaká",4,4,84,81,14,31,31,45,77,79,42,74,84,73,76,74,77,84,70,86
280,"Fernandinho",4,3,76,78,73,78,81,87,82,68,86,68,82,81,83,70,81,70,71,76
281,"David Villa",5,4,85,82,22,38,28,67,82,86,29,71,74,67,80,86,76,83,80,78
282,"Victor Valdés",3,1,30,12,10,10,12,36,75,12,21,10,27,36,29,12,10,11,12,10
283,"Per Mertesacker",3,2,65,39,86,84,87,69,83,43,88,38,67,58,71,36,25,39,45,30
284,"Patrice Evra",2,3,75,74,82,86,82,82,78,68,86,80,75,69,72,33,63,76,51,53
285,"Xabi Alonso",4,2,81,75,62,70,74,77,81,77,84,79,89,91,86,56,85,82,84,71
286,"Michael Carrick",3,2,80,71,75,72,79,67,85,66,83,72,87,85,78,59,71,68,59,67
287,"Andrea Pirlo",4,2,86,76,40,39,49,49,88,48,57,91,88,90,75,58,65,92,93,76
288,"Casillas",2,1,23,25,11,13,11,23,77,16,22,13,21,22,28,12,13,25,13,14
289,"Ousmane Dembélé",5,5,82,88,29,27,29,54,79,78,34,75,74,65,73,77,65,74,65,70
290,"Corentin Tolisso",3,3,78,74,75,73,80,81,81,78,78,67,83,82,80,75,75,66,73,62
291,"Marcelo Brozovic",4,3,84,81,64,70,72,68,77,76,72,72,83,81,78,66,79,79,74,65
292,"Federico Bernardeschi",3,4,87,86,34,37,34,52,78,78,34,76,79,70,78,71,82,78,78,70
293,"Niklas Süle",3,2,46,42,82,82,86,77,79,26,84,30,72,57,70,20,59,28,30,29
294,"Domenico Berardi",3,3,86,85,22,30,30,80,75,81,26,76,75,75,83,78,83,72,76,78
295,"Morgan Sanson",4,3,80,81,73,76,82,76,79,74,81,79,83,82,79,75,72,75,70,70
296,"Samu Castillejo",2,4,81,83,22,25,43,48,79,81,52,82,79,75,69,69,59,75,72,58
297,"Adrien Rabiot",3,2,81,79,66,68,77,74,80,73,77,69,84,79,79,66,76,67,57,68
298,"Leon Goretzka",4,3,81,79,71,78,77,84,82,75,82,72,82,78,76,66,77,76,72,68
299,"Quincy Promes",4,4,82,83,25,27,24,60,81,79,27,73,74,69,82,82,83,75,76,68
300,"Andrea Belotti",5,3,76,76,15,32,23,79,78,85,31,42,68,42,81,86,67,64,56,80
301,"Jonas Hector",3,3,81,74,77,81,81,70,80,62,81,79,79,75,69,55,61,65,65,51
302,"Mateo Kovacic",4,4,87,88,52,61,65,71,68,67,69,73,87,79,79,58,74,78,68,76
303,"Sergio Rico",3,1,12,14,18,11,11,27,78,11,23,17,23,23,19,14,12,24,20,15
304,"Oleg Shatov",4,4,82,82,38,42,45,70,77,78,63,74,80,72,75,75,74,77,70,69
305,"Jorginho",3,3,84,77,63,70,75,78,81,72,78,70,85,84,71,57,62,75,76,71
306,"Florian Thauvin",3,4,82,84,29,31,29,56,83,80,43,80,79,75,82,74,81,80,54,67
307,"Michy Batshuayi",4,3,77,78,16,22,26,59,79,83,23,65,64,36,83,83,76,61,46,74
308,"Iñigo Martínez",2,2,67,53,85,84,81,86,75,48,82,51,69,77,81,42,74,72,51,37
309,"Suso",3,4,86,86,19,18,23,23,78,76,21,81,81,75,74,70,80,83,78,68
310,"Deulofeu",4,4,86,89,20,22,30,40,77,78,25,76,78,62,68,74,65,84,75,60
311,"Felipe Anderson",4,4,86,87,24,42,44,31,74,70,26,79,78,74,84,71,84,71,69,68
312,"Jasper Cillessen",3,1,32,12,18,11,12,25,78,11,25,17,47,33,35,10,15,10,10,19
313,"Wissam Ben Yedder",5,4,83,85,28,26,21,55,80,83,44,73,77,68,78,84,69,80,77,76
314,"Lucas Pérez",3,4,82,81,24,26,24,69,81,81,38,74,77,70,83,85,82,83,78,79
315,"Ross Barkley",5,3,86,85,56,52,60,73,77,71,45,65,84,78,80,70,79,68,70,61
316,"Cédric Bakambu",4,3,82,80,30,21,29,62,81,82,39,74,75,66,84,81,68,68,54,78
317,"Bartra",3,3,78,70,82,81,79,79,81,61,86,50,79,78,61,43,42,56,45,43
318,"André Schürrle",4,3,79,83,23,42,40,66,82,80,44,76,78,59,85,80,82,80,68,82
319,"Roberto Pereyra",4,4,85,84,64,70,70,66,76,80,70,78,83,77,66,61,72,78,72,74
320,"Mario Gaspar",3,2,75,73,83,82,80,77,77,64,80,79,75,69,81,68,69,75,54,77
321,"Fabián Orellana",4,4,84,87,18,25,37,54,80,75,31,78,77,68,64,75,80,84,79,61
322,"Lukáš Hrádecký",3,1,19,10,11,13,10,31,82,9,18,11,15,20,14,11,14,11,15,9
323,"Daley Blind",4,2,80,73,82,77,84,71,85,64,86,75,81,80,68,46,64,77,55,62
324,"De Marcos",3,3,81,76,66,80,80,76,85,80,79,78,77,69,73,59,56,77,53,57
325,"Wilfried Bony",4,3,76,74,25,28,42,70,81,83,38,45,68,45,85,83,80,66,58,76
326,"Iturraspe",3,2,80,69,72,79,84,66,83,72,84,57,86,84,67,60,69,68,66,47
327,"Parejo",4,3,83,75,59,51,61,68,69,79,68,84,90,87,78,75,80,82,86,72
328,"Salomón Rondón",4,3,78,75,25,13,23,72,73,82,33,48,69,40,86,81,70,53,52,75
329,"Daniel Carriço",3,2,69,58,77,81,84,89,75,57,84,61,78,79,66,48,50,39,54,47
330,"Bas Dost",3,2,70,60,29,26,48,72,84,87,39,38,70,37,85,86,74,51,32,84
331,"James McCarthy",4,3,77,78,81,78,79,79,75,63,79,68,82,81,67,57,65,64,64,61
332,"Camacho",3,2,75,64,75,74,82,86,84,66,85,50,81,74,76,58,54,62,59,52
333,"Paulinho",3,3,81,77,77,73,76,69,81,75,78,64,81,76,79,72,73,66,57,75
334,"Alan Dzagoev",3,3,82,78,70,70,73,69,80,76,71,77,79,76,79,73,75,75,76,73
335,"Igor Smolnikov",3,2,72,72,83,81,78,65,80,78,71,80,80,76,67,61,57,49,46,57
336,"Lars Stindl",4,3,82,77,63,57,65,74,82,82,70,76,83,69,84,81,82,79,69,84
337,"Mario Balotelli",4,4,85,81,16,20,22,70,62,76,30,68,72,52,86,83,74,78,78,74
338,"Wojciech Szczesny",3,1,22,11,11,12,13,40,78,14,15,12,32,36,15,12,14,16,14,14
339,"Nikola Kalinic",4,3,79,74,22,28,32,70,85,90,42,60,72,48,78,85,68,64,54,80
340,"Mikel San José",3,2,79,70,72,74,85,74,82,70,83,47,84,83,71,69,78,31,44,70
341,"Christian Benteke",4,3,80,72,25,18,30,65,71,76,29,58,72,48,85,79,76,60,67,74
342,"Marco Parolo",4,3,79,75,71,82,80,80,82,82,80,70,80,83,87,70,86,67,55,76
343,"Ljubomir Fejsa",3,2,71,69,79,77,84,91,76,59,86,50,77,74,74,51,65,43,57,56
344,"Martín Cáceres",3,2,65,60,86,81,82,78,74,50,86,68,65,65,70,37,59,68,41,65
345,"Georginio Wijnaldum",3,3,84,85,59,64,67,64,82,82,70,67,82,71,77,76,71,76,70,73
346,"Federico Fazio",2,2,70,48,82,78,84,82,78,32,83,44,64,62,63,41,26,46,37,35
347,"Simon Kjær",3,2,67,42,80,80,82,80,76,31,81,54,75,74,78,55,41,52,73,37
348,"Loïc Rémy",3,4,76,75,23,21,24,57,77,81,48,61,75,60,78,80,77,66,51,71
349,"Miguel Layún",5,3,78,77,71,76,77,71,80,75,79,84,79,75,80,67,76,68,74,66
350,"Adán",2,1,15,12,11,18,14,41,76,11,20,12,34,43,25,11,12,11,12,15
351,"Benoît Trémoulinas",3,2,80,75,79,81,80,72,82,73,72,86,81,77,74,58,65,82,59,47
352,"Sven Bender",4,2,64,58,80,87,86,86,79,49,83,52,75,69,73,43,62,33,40,54
353,"Mathieu Valbuena",3,4,81,83,21,34,26,52,76,76,34,78,81,79,75,73,74,82,80,72
354,"Bojan",4,4,82,82,20,19,22,30,77,78,29,68,81,74,77,70,72,83,66,79
355,"Augusto Fernández",3,3,82,78,57,64,76,80,85,78,77,70,82,81,74,69,73,65,61,57
356,"Antonio Candreva",4,4,85,83,54,50,58,66,80,78,59,86,81,73,87,74,87,76,71,75
357,"Davide Astori",3,2,66,56,85,80,85,78,78,29,86,34,68,68,65,25,36,33,17,27
358,"Raúl García",3,3,84,74,54,63,71,84,86,85,65,77,87,85,84,73,80,72,68,55
359,"Giovani dos Santos",4,4,84,83,21,23,28,53,80,80,28,74,73,71,80,79,79,73,80,79
360,"Erik Lamela",2,4,83,86,37,39,47,74,77,79,43,77,83,73,80,75,82,83,79,80
361,"Ryan Shawcross",3,2,54,42,82,80,83,86,73,31,81,33,63,69,44,53,28,34,24,35
362,"Danny Rose",3,3,76,79,80,84,83,85,79,68,79,80,75,66,72,57,69,64,57,64
363,"Renato Augusto",4,4,84,85,67,59,68,53,83,75,70,79,83,81,81,65,81,80,75,77
364,"Martin Škrtel",2,2,59,46,80,81,83,81,73,33,81,39,69,67,46,35,35,33,27,43
365,"Theo Walcott",3,3,79,81,33,36,39,65,79,81,35,77,75,65,76,82,69,76,74,72
366,"Bacary Sagna",4,3,75,74,84,84,84,75,80,66,79,74,70,64,69,40,62,66,47,56
367,"Dante",4,2,72,60,78,85,82,73,77,41,80,61,74,76,67,48,54,51,60,44
368,"Salomon Kalou",3,4,83,87,22,32,38,38,82,83,37,69,78,68,76,83,67,72,56,78
369,"André-Pierre Gignac",3,3,77,75,22,23,41,80,76,81,51,72,73,68,84,82,80,77,70,80
370,"Lukas Podolski",2,3,78,78,33,39,39,70,76,79,36,75,77,64,92,82,81,80,75,89
371,"Negredo",3,3,79,72,36,32,34,78,76,80,32,53,75,66,85,81,77,68,69,81
372,"Pablo Zabaleta",3,3,76,73,84,83,84,88,85,71,85,75,72,64,66,49,57,68,66,53
373,"Darijo Srna",3,3,83,72,78,77,78,83,78,76,85,85,85,87,83,69,77,86,83,72
374,"Cédric Carrasso",3,1,22,14,13,14,13,43,73,13,23,11,24,22,24,13,14,10,12,13
375,"Rubén Castro",3,3,81,83,11,14,12,50,87,86,37,60,69,45,77,84,78,72,69,72
376,"Jérémy Mathieu",2,2,64,44,82,75,85,81,76,48,84,79,66,76,79,51,74,80,71,68
377,"Carlos Idriss Kameni",3,1,14,15,13,12,11,34,71,14,24,12,27,29,22,11,12,11,12,13
378,"Moyá",2,1,24,13,13,14,14,22,75,10,11,11,31,35,21,11,16,16,12,13
379,"Rune Almenning Jarstein",4,1,23,11,13,13,11,34,69,15,19,18,34,34,21,13,18,10,14,16
380,"Jermain Defoe",4,3,77,78,24,11,20,63,80,87,19,54,68,43,88,87,81,63,68,83
381,"Thiago Motta",4,3,83,68,68,75,83,89,74,50,77,66,84,85,82,54,73,67,67,76
382,"Fernando Torres",4,3,81,82,17,18,22,62,73,82,20,68,78,51,83,77,73,80,63,81
383,"Júlio César",3,1,32,27,19,16,10,37,75,12,25,18,23,21,14,12,17,16,11,11
384,"Didier Drogba",4,3,80,74,22,29,32,80,80,81,42,67,60,60,85,82,79,78,84,76
385,"Danny",4,4,82,83,23,32,33,73,76,78,41,73,82,80,71,75,73,82,72,68
386,"John Terry",4,2,60,45,82,81,82,80,81,38,83,42,66,62,61,46,33,44,31,55
387,"Samuel Etoo",3,4,80,80,20,35,39,75,79,83,39,69,76,71,85,84,75,78,72,80
388,"Tiago",3,4,83,70,53,69,77,83,77,74,71,61,84,83,77,62,75,75,68,67
389,"Gelson Martins",3,4,82,85,32,33,37,55,82,78,43,77,73,60,73,67,74,86,60,74
390,"Leroy Sané",3,3,83,86,26,35,32,58,79,79,32,72,75,64,78,75,77,81,62,64
391,"Julian Weigl",3,2,77,72,67,74,82,64,83,55,86,58,89,83,57,47,51,48,46,52
392,"Nabil Fekir",3,4,86,86,24,30,33,75,77,78,28,73,78,70,84,77,68,80,75,74
393,"Jean Michaël Seri",4,2,81,78,73,67,70,73,77,77,74,70,80,83,78,69,76,76,81,47
394,"Williams",3,4,81,80,28,31,38,66,78,76,21,75,77,66,85,74,71,49,53,64
395,"Marco Sportiello",2,1,22,19,19,13,17,23,76,18,29,13,32,19,19,18,17,14,21,12
396,"Keita Baldé Diao",4,4,88,86,17,28,29,54,74,75,31,74,76,64,75,73,72,70,52,68
397,"Nikola Maksimovic",3,2,61,49,82,79,85,79,74,29,81,45,59,59,39,22,29,29,23,28
398,"Thomas Lemar",2,3,81,83,63,63,59,63,75,76,66,78,79,70,79,75,75,79,81,64
399,"Kingsley Coman",3,4,79,86,11,15,15,36,76,75,23,77,78,62,76,75,73,84,70,77
400,"Alisson",2,1,21,16,20,16,19,27,81,13,11,17,27,20,21,13,14,19,18,20
401,"Joshua Kimmich",4,3,78,77,76,77,76,74,80,76,77,79,84,80,75,66,67,76,61,61
402,"Julian Brandt",4,4,81,86,25,24,20,42,78,78,29,74,80,68,77,74,73,69,52,66
403,"Sofiane Boufal",4,5,86,88,44,32,40,47,72,76,19,70,76,66,73,75,69,71,72,70
404,"Bruma",4,4,82,86,21,28,39,64,79,75,38,73,72,68,81,69,67,75,69,60
405,"Daniele Rugani",3,2,65,60,85,83,85,67,75,29,85,40,63,59,58,33,39,45,25,35
406,"Raphaël Guerreiro",3,4,82,83,74,72,73,69,80,75,86,79,83,74,78,71,75,80,77,74
407,"Fabinho",2,3,78,75,79,80,82,82,78,67,80,79,76,74,75,66,53,71,45,30
408,"Jamie Vardy",3,3,76,75,48,51,52,92,83,83,49,63,66,48,85,83,68,59,48,75
409,"Hakim Ziyech",2,3,85,80,40,36,44,60,78,75,59,84,77,75,82,74,77,90,83,77
410,"Emil Forsberg",4,4,82,82,23,17,26,62,78,79,43,70,80,68,72,71,73,74,71,67
411,"Saúl",4,3,82,81,69,77,81,66,82,77,78,69,85,78,74,67,62,63,60,30
412,"Felipe",3,2,64,57,80,77,81,83,80,34,82,45,62,50,46,39,41,32,30,40
413,"Taras Stepanenko",3,2,78,64,80,79,79,84,78,63,82,61,81,77,75,53,70,53,45,56
414,"Luke Shaw",2,2,76,79,79,78,80,74,78,73,79,78,75,64,62,44,48,63,58,58
415,"Leo Baptistao",3,3,82,80,17,19,24,38,81,85,28,69,76,55,73,80,71,70,59,74
416,"Antonio Rüdiger",3,2,67,59,82,79,80,89,78,33,76,68,70,65,70,27,40,34,56,34
417,"Matija Nastasic",3,2,66,35,81,86,84,78,79,30,78,46,69,67,44,27,22,29,32,32
418,"Denis Suárez",3,3,85,84,40,42,59,47,82,77,62,77,84,79,76,75,74,82,72,68
419,"Kurt Zouma",3,2,67,48,80,80,83,82,75,53,78,54,62,56,56,47,49,59,60,47
420,"John Brooks",3,2,62,65,80,79,84,76,69,40,82,36,70,69,50,33,29,30,28,31
421,"Héctor Bellerín",3,3,77,76,75,80,76,72,77,67,76,74,74,59,52,52,43,63,50,41
422,"Thorgan Hazard",3,4,80,85,28,35,39,62,80,80,39,75,79,71,78,79,78,80,73,77
423,"Davy Klaassen",3,2,77,73,59,57,72,76,83,82,72,63,80,75,79,80,74,62,44,80
424,"Valère Germain",4,3,80,76,22,18,21,65,79,84,44,75,78,64,79,82,77,76,75,79
425,"Paul-Georges Ntep",4,4,84,84,22,15,25,75,76,75,28,77,75,70,79,74,76,77,73,74
426,"Layvin Kurzawa",3,3,80,76,78,81,77,75,80,76,76,83,81,71,69,71,67,73,53,61
427,"Rafinha",4,4,84,87,47,66,74,44,76,77,68,72,86,74,79,74,82,75,61,76
428,"Jeison Murillo",2,2,63,57,82,86,82,83,74,45,80,56,61,61,68,37,13,38,26,44
429,"Riccardo Saponara",4,4,85,84,26,30,34,52,75,78,30,76,83,78,73,64,68,80,70,65
430,"Djibril Sidibé",4,2,77,76,78,79,78,76,75,76,78,79,76,70,69,70,68,77,73,42
431,"Nacho Fernández",4,2,71,55,80,83,82,72,72,37,81,70,75,61,54,32,28,55,37,38
432,"Josip Ilicic",3,4,87,83,28,30,34,58,78,78,46,78,82,74,86,78,86,77,84,80
433,"Kevin Volland",3,3,81,79,17,33,50,75,81,80,44,78,81,67,85,80,80,79,76,74
434,"Allan",3,3,78,77,76,80,84,82,84,78,84,70,80,76,70,62,62,65,49,56
435,"Pablo Hernández",3,4,80,81,56,70,68,87,82,80,74,54,82,80,75,69,74,75,69,69
436,"Sergi Roberto",3,3,80,74,78,79,80,64,76,69,79,81,85,77,65,64,66,70,61,46
437,"Wilfried Zaha",3,4,86,87,36,34,30,68,73,73,23,78,71,63,75,74,60,54,51,51
438,"Manolo Gabbiadini",3,3,84,80,18,20,24,57,75,78,18,70,74,64,87,81,89,78,82,73
439,"Josuha Guilavogui",3,2,73,67,76,86,84,83,79,63,83,52,77,75,78,49,66,42,53,49
440,"Patrick Herrmann",3,3,79,83,27,40,26,58,80,82,29,79,78,64,78,76,74,74,50,74
441,"Sebastián Coates",3,2,57,56,76,84,84,82,74,33,79,17,69,72,63,23,27,26,19,60
442,"Oguzhan Özyakup",4,4,82,81,54,55,65,73,74,75,66,77,84,83,80,72,79,83,77,72
443,"Yaroslav Rakitskyi",3,2,77,69,83,82,84,82,77,53,82,68,78,84,87,57,84,75,77,53
444,"Phil Jones",3,2,69,60,81,82,82,85,78,42,79,64,75,67,68,50,59,38,35,60
445,"Adrián",2,1,23,15,14,14,19,38,75,12,25,12,21,32,40,16,20,12,17,12
446,"Neto",2,1,24,19,19,15,14,40,74,11,15,11,36,36,28,15,19,12,13,12
447,"Hugo Mallo",3,2,80,69,75,82,80,76,80,46,80,84,70,68,74,28,39,78,38,28
448,"Daniel Didavi",3,3,82,79,45,49,58,70,81,82,51,75,78,74,87,81,87,78,74,73
449,"Younès Belhanda",4,4,83,84,49,52,54,75,79,74,66,79,83,80,78,73,81,78,78,69
450,"Oliver Baumann",3,1,17,19,10,14,18,32,78,10,21,14,30,25,21,11,13,12,11,11
451,"Mário Fernandes",3,2,74,73,79,84,81,77,73,71,77,76,78,70,72,56,62,66,39,52
452,"Roberto Soriano",4,3,83,82,48,67,71,69,75,75,69,76,84,78,81,73,77,79,56,75
453,"Jesús Corona",5,4,84,90,37,40,46,45,82,76,56,69,74,68,66,78,61,85,67,69
454,"Maxime Gonalons",4,2,75,67,78,76,82,86,77,60,84,61,79,76,77,55,59,57,57,60
455,"Alphonse Areola",3,1,22,12,19,12,18,26,76,17,23,20,41,32,25,19,14,16,16,16
456,"Yunus Malli",4,4,80,84,38,21,33,48,75,77,46,76,79,74,64,77,68,75,69,69
457,"Eduardo Salvio",4,4,82,81,40,33,38,67,77,80,52,77,74,70,75,73,73,75,64,72
458,"Stephan El Shaarawy",2,5,87,84,25,25,30,54,72,76,36,70,74,57,74,75,74,80,63,77
459,"Iago Falqué",3,4,85,84,35,32,36,48,78,80,26,78,80,72,62,75,75,80,75,69
460,"Marwin Hitz",3,1,17,13,15,14,15,25,71,8,23,12,29,25,38,27,12,15,17,26
461,"Thimothée Kolodziejczak",2,2,72,63,78,82,80,83,75,57,81,63,71,66,47,22,43,59,34,26
462,"Francis Coquelin",3,3,78,72,78,80,80,92,77,64,85,60,78,72,71,41,57,55,41,43
463,"Marcel Schmelzer",2,2,71,67,79,84,81,81,78,54,75,79,74,66,74,37,60,74,72,47
464,"Ryad Boudebouz",4,4,81,83,27,30,35,58,70,73,32,82,81,76,79,78,76,79,80,71
465,"Ganso",3,4,84,85,41,37,45,56,75,74,47,83,86,84,77,72,79,80,76,75
466,"Fedor Smolov",4,3,78,77,26,24,28,67,74,83,32,56,77,62,80,82,74,78,64,79
467,"Christian Noboa",3,2,80,78,77,75,75,68,74,75,74,78,83,80,75,67,78,76,82,63
468,"Kwadwo Asamoah",3,4,81,82,72,76,76,74,78,78,78,76,79,79,84,65,78,72,68,76
469,"Ron-Robert Zieler",2,1,22,12,11,13,12,32,80,15,21,15,25,22,21,10,14,11,10,12
470,"Danny Welbeck",3,3,78,81,23,33,38,77,78,81,22,69,77,64,77,77,70,61,62,76
471,"Danny Drinkwater",4,3,80,73,70,76,79,74,79,74,76,64,81,83,76,61,73,70,69,63
472,"Aleksandar Kolarov",3,2,74,78,75,82,83,84,79,69,80,90,73,77,91,55,80,85,81,64
473,"Matteo Darmian",5,3,75,74,81,82,84,78,78,64,79,71,75,66,69,55,56,69,35,59
474,"Ibrahima Traoré",2,4,78,87,32,40,43,53,80,76,41,80,76,74,80,66,77,84,64,53
475,"Diego Perotti",5,4,87,86,24,22,31,51,80,78,36,79,82,69,73,66,75,72,64,60
476,"Angelo Ogbonna",3,2,59,61,81,83,84,70,64,30,84,51,68,67,71,25,46,51,36,30
477,"Max Kruse",4,3,83,81,32,34,38,63,81,83,39,81,83,76,79,79,78,75,69,79
478,"Konstantinos Mitroglou",5,3,78,76,10,10,15,83,79,82,10,60,67,59,82,82,78,73,71,80
479,"Nordin Amrabat",2,4,80,84,45,55,65,67,73,73,54,78,79,67,81,76,72,77,68,73
480,"Stevan Jovetic",4,4,88,85,26,30,32,50,76,80,30,72,78,64,82,80,82,85,72,79
481,"Jeremain Lens",4,4,81,83,22,32,39,53,80,71,23,83,79,63,80,75,75,71,68,85
482,"Branislav Ivanovic",3,2,66,58,87,83,84,90,83,61,82,72,68,56,73,57,62,70,48,48
483,"Eder",4,3,85,83,18,26,20,60,78,85,24,72,76,58,80,81,78,80,78,76
484,"Kiko Casilla",2,1,20,12,12,11,15,45,74,12,20,24,30,24,24,14,13,25,25,23
485,"Nacho Monreal",3,2,77,73,79,81,82,74,79,61,82,78,77,61,71,39,61,74,59,56
486,"Serdar Tasci",4,2,74,63,80,81,82,75,78,39,79,50,76,78,64,33,34,37,45,50
487,"Marcelo Díaz",3,2,80,72,75,68,79,78,79,66,80,74,84,81,84,52,80,83,82,66
488,"André Ayew",3,3,82,80,54,68,62,78,75,75,57,80,78,71,75,75,75,74,57,65
489,"Winston Reid",3,2,57,43,81,82,81,84,79,42,80,28,62,62,72,46,53,33,38,30
490,"Lucas Leiva",3,2,74,69,78,79,80,83,78,49,85,63,77,73,71,23,35,66,47,47
491,"Kevin-Prince Boateng",4,4,83,79,59,72,71,82,73,77,67,75,80,77,84,73,77,81,71,83
492,"Héctor Moreno",2,2,68,56,82,82,84,77,76,35,74,50,74,68,63,33,39,48,28,55
493,"Cristian Ansaldi",5,3,74,72,79,83,77,73,81,65,75,78,75,72,60,57,66,62,45,51
494,"Daniel Wass",3,3,81,80,59,68,67,59,82,74,74,78,82,77,86,69,70,79,83,69
495,"Coke",4,2,79,72,76,80,82,74,86,62,77,81,76,66,70,62,60,70,36,43
496,"Andrés Guardado",2,3,84,80,60,72,72,72,82,67,72,73,84,82,74,58,65,70,71,69
497,"Jonathan dos Santos",4,3,85,80,52,55,63,59,78,80,65,83,84,78,72,62,74,80,76,73
498,"Ryan Bertrand",3,2,76,74,79,82,82,73,76,63,77,79,76,70,59,38,54,74,66,43
499,"Jardel",3,2,58,54,82,80,84,85,72,30,79,46,57,53,67,38,37,30,35,27
500,"Salvatore Sirigu",2,1,18,15,16,13,11,35,75,10,20,13,23,28,20,10,14,11,11,12
501,"Yohan Cabaye",4,3,82,71,72,73,75,77,78,70,77,72,81,78,78,70,76,77,77,73
502,"Vitaliy Denisov",3,2,69,73,76,83,80,82,74,60,87,73,67,65,75,40,53,65,62,57
503,"Dušan Basta",3,2,78,76,78,80,82,76,78,66,82,78,76,74,80,58,76,72,66,64
504,"Gustavo Cabral",3,2,61,49,82,84,79,84,76,40,80,35,74,59,50,22,29,33,48,28
505,"Gabriel Paletta",3,2,54,50,84,80,84,84,76,28,84,30,55,60,60,16,44,48,35,30
506,"Lukasz Fabianski",2,1,22,14,11,13,12,43,71,15,16,14,20,32,14,13,20,18,12,17
507,"Ben Foster",3,1,25,14,15,14,15,15,72,14,23,15,36,32,27,18,14,15,17,14
508,"Vedad Ibiševic",4,3,76,72,20,22,35,82,84,85,30,65,76,47,80,85,66,73,56,84
509,"Andreas Granqvist",4,2,63,49,83,79,83,81,76,54,82,49,73,67,74,51,59,36,40,37
510,"Héctor Herrera",4,3,76,75,75,67,77,79,77,78,82,65,76,74,81,66,77,67,63,60
511,"Igor Akinfeev",3,1,22,15,17,13,13,24,70,11,17,19,23,22,24,13,13,19,13,10
512,"Fernando Belluschi",4,4,82,77,45,59,65,73,80,74,69,81,81,80,83,69,80,85,80,75
513,"Andriy Pyatov",3,1,12,12,12,10,9,35,78,14,23,13,29,24,19,9,12,14,16,12
514,"Antonio Mirante",2,1,21,15,18,12,12,32,77,10,17,10,35,35,23,17,15,17,13,15
515,"Federico Marchetti",3,1,20,11,19,14,12,36,80,12,22,13,36,35,20,17,13,14,12,12
516,"James Milner",4,3,78,77,76,79,77,77,84,77,76,85,85,82,85,68,79,81,77,79
517,"Michel Vorm",3,1,35,18,15,14,11,23,82,10,28,13,39,35,23,14,19,12,14,12
518,"Daniel Baier",3,3,78,76,73,74,79,68,81,58,84,73,82,82,68,52,67,62,70,58
519,"Atiba Hutchinson",4,3,80,74,75,73,80,69,83,64,80,70,85,76,73,63,61,67,64,63
520,"Mehmet Topal",5,2,79,72,80,79,85,70,79,56,83,56,78,76,84,58,73,60,54,54
521,"Bastian Schweinsteiger",3,3,81,72,68,75,74,80,84,75,83,78,84,84,82,70,80,82,78,82
522,"René Adler",3,1,20,13,12,13,12,25,80,7,17,13,39,36,23,14,14,12,13,18
523,"Jérémy Toulalan",3,2,79,65,68,73,83,84,76,66,83,67,80,76,76,27,70,53,56,27
524,"Phil Jagielka",3,2,62,49,81,81,84,79,74,51,81,55,71,66,69,30,54,55,31,44
525,"Stefano Sorrentino",3,1,20,12,11,13,10,22,71,10,25,11,36,34,21,10,13,14,11,18
526,"Robin van Persie",3,4,82,82,23,21,32,59,77,84,34,77,74,75,83,78,80,86,81,85
527,"Gareth Barry",3,2,76,68,79,80,80,80,78,58,82,80,83,74,77,56,71,78,78,65
528,"Francesco Totti",5,3,91,82,14,10,24,69,79,80,24,83,90,85,88,81,86,75,90,90
529,"Gianluigi Donnarumma",3,1,26,20,12,16,14,30,72,14,26,12,30,24,24,12,18,12,14,8
530,"Nélson Semedo",3,3,75,77,74,77,75,75,81,73,74,75,70,53,68,50,52,60,30,42
531,"Florin Andone",3,3,76,73,27,38,52,81,83,84,51,62,62,53,79,79,74,54,55,77
532,"Sergej Milinkovic-Savic",4,3,84,80,67,69,73,73,77,79,78,56,78,76,78,68,72,72,66,68
533,"Omar Al Soma",4,4,76,71,35,34,33,67,79,77,43,66,69,64,84,80,76,69,74,67
534,"Petros",3,2,79,76,74,79,84,83,79,66,76,63,81,79,80,61,65,55,46,46
535,"Victor Nilsson Lindelöf",3,2,60,59,79,76,79,81,79,43,81,48,67,60,61,33,47,35,36,31
