"id","name","penalty"
3825,"Alan Hutton",49
3826,"David Nugent",82
3827,"Omar Pérez",63
3828,"Almen Abdi",66
3829,"Toño",24
3830,"Gonçalo Brandão",55
3831,"Brett Holman",66
3832,"Kevin Stuhr-Ellegaard",14
3833,"Michael Turner",52
3834,"Jan-Ingwer Callsen-Bracker",65
3835,"Giulio Migliaccio",44
3836,"Killian Overmeire",48
3837,"Michael Liendl",82
3838,"Steve Sidwell",68
3839,"Paul McShane",41
3840,"Merter Yüce",30
3841,"Giandomenico Mesto",52
3842,"Hugo Campagnaro",38
3843,"Christian Schulz",61
3844,"Fabio Coltorti",14
3845,"Christian Bermúdez",66
3846,"Thibault Giresse",77
3847,"David Navarro",48
3848,"Duda",72
3849,"Pelegrín",43
3850,"Hamit Altintop",71
3851,"Fahid Ben Khalfallah",69
3852,"Davide Brivio",45
3853,"Gianluca Pegolo",13
3854,"Peter Niemeyer",57
3855,"Alou Diarra",63
3856,"Alaeddine Yahia",51
3857,"Angelo Palombo",66
3858,"Cristian Ledesma",80
3859,"Tim Cahill",67
3860,"Julián Speroni",22
3861,"Olivier Deschacht",36
3862,"Abdou Kader Mangane",55
3863,"Tobias Hysén",62
3864,"Nils-Eric Johansson",36
3865,"Benoît Pedretti",75
3866,"Lionel Mathis",46
3867,"Johan Wiland",15
3868,"Andreas Isaksson",25
3869,"Rickie Lambert",96
3870,"Scott Parker",71
3871,"Gustavo Blanco Leschuk",56
3872,"Vinícius",42
3873,"Matej Mitrovic",60
3874,"Jirí Pavlenka",18
3875,"Jaromír Zmrhal",53
3876,"Jan Sýkora",53
3877,"Túlio Sandoiro",70
3878,"Marlion Rolim",55
3879,"Martin Cordeia",75
3880,"Marlion Simões",55
3881,"Enzo Merques",62
3882,"Alam Lindeiro",59
3883,"Mateo García",54
3884,"Álvaro Jiménez",49
3885,"Lazar Rosic",47
3886,"Yevhen Shakhov",48
3887,"David Terans",57
3888,"Ramón Folch",57
3889,"Perdigão",61
3890,"Jony Reitosa",36
3891,"Vágner Corraldo",55
3892,"Eduardo Fonseira",16
3893,"Nathael Silbeira",21
3894,"Ramadan Sobhi",65
3895,"Amr Warda",63
3896,"Gaku Shibasaki",71
3897,"Gen Shoji",32
3898,"Yuki Kobayashi",58
3899,"Kosei Shibasaki",48
3900,"Takuma Asano",63
3901,"Sebastián Bertoli",72
3902,"Carlos Ponck",49
3903,"Luka Jovic",60
3904,"Dimitris Chatziisaias",40
3905,"Santiago Ascacibar",48
3906,"Collins Fai",34
3907,"Marko Grujic",57
3908,"Amine Harit",52
3909,"Giorgi Aburjania",49
3910,"Kim Dong Joon",18
3911,"Carlos Muñoz",80
3912,"Denis Tkachuk",64
3913,"Jaime Carreño",62
3914,"Arnold Issoko",59
3915,"Hugo Rubiães",53
3916,"Nascimentardo",74
3917,"Paulao Junqueiras",71
3918,"Paulolettinho",45
3919,"Tiago Pombeira",69
3920,"Vieiraldo Junior",40
3921,"Luis Couprins",62
3922,"Sandelas Júnior",54
3923,"Natinho Mestres",52
3924,"Barbosaldinho",48
3925,"Alexandre Frandeira",43
3926,"Nuno Padrenda",42
3927,"Tony Muttinho",61
3928,"Tramontinaldo",63
3929,"Edsinho Torres",70
3930,"Wiliam Santinho",23
3931,"André Milazisco",23
3932,"Josué da Feira",67
3933,"Eltildo Bessa",59
3934,"Heltinho Melo",71
3935,"Adeilson Gesser",66
3936,"Alex das Freitas",60
3937,"Heitor Gesse",56
3938,"Assane Dioussé",56
3939,"Saif Al Hashan",60
3940,"Jordi Calavera",51
3941,"Milan Gajic",47
3942,"Rade Krunic",58
3943,"Tiago Mesquita",41
3944,"Marco Baixinho",41
3945,"Campillo",68
3946,"Alexandr Zhirov",42
3947,"Denis Zakaria",39
3948,"Alejandro Camargo",57
3949,"Robert Herrera",59
3950,"Sakib Aytaç",55
3951,"Zeki Yildirim",48
3952,"Dion Cools",45
3953,"Bruno Valdez",48
3954,"Robin Lod",61
3955,"Almamy Touré",40
3956,"Lucas Tagliapietra",36
3957,"André Franck Zambo Anguissa",59
3958,"Ignacio Malcorra",70
3959,"Nik Omladic",61
3960,"Takumi Minamino",59
3961,"Ricardo Valente",60
3962,"Roger Assalé",54
3963,"Jesús Gallardo",65
3964,"Benjamin Verbic",63
3965,"Cecilio Domínguez",71
3966,"Marlos Moreno",51
3967,"Leonardo Suárez",62
3968,"Adama Traoré",53
3969,"Rachid Aït Atmane",41
3970,"Mimoun Mahi",50
3971,"Mamadou Sylla",70
3972,"Thabo Rakhale",55
3973,"Kevin Diks",42
3974,"Gian Marco Ferrari",28
3975,"Arnaud Lusamba",44
3976,"Rafael Defendi",14
3977,"Andrézinho",60
3978,"Philipe Sampaio",42
3979,"Ramy Bensebaini",43
3980,"Carlos Henao",78
3981,"Erick Aguirre",55
3982,"Luís Aurélio",53
3983,"Agustín Farías",59
3984,"Juan Muñoz",67
3985,"Adam Marušic",58
3986,"Andreas Bouchalakis",61
3987,"Anastasios Avlonitis",59
3988,"Ivan Kovacec",66
3989,"Yacine Bammou",67
3990,"Anderson Correia",41
3991,"Gideon Jung",54
3992,"Robin Gosens",52
3993,"Sergio Rochet",24
3994,"Timon Wellenreuther",23
3995,"Octavio Rivero",73
3996,"Mata",69
3997,"Issa Sarr",42
3998,"Emre Tasdemir",50
3999,"Ümit Kurt",41
4000,"Famara Diedhiou",75
4001,"Brian Fernández",52
4002,"Kévin Vandendriessche",52
4003,"Gustavo Toledo",37
4004,"Cristian Penilla",63
4005,"Ángel Mena",69
4006,"Jordan Silva",45
4007,"Jown Cardona",55
4008,"Sebastian Griesbeck",46
4009,"Jérôme Prior",14
4010,"Harry Winks",51
4011,"Paul Anton",49
4012,"Hernán Fredes",42
4013,"Josh Onomah",42
4014,"Nathan",58
4015,"Lucas Boyé",66
4016,"Filip Mladenovic",43
4017,"Vigaray",45
4018,"Luciano Acosta",54
4019,"Víctor Cabrera",44
4020,"Dénes Dibusz",19
4021,"Kazuki Nagasawa",49
4022,"Sverrir Ingi Ingason",50
4023,"Johan Arango",72
4024,"Michael Barrios",53
4025,"Carlos Salom",70
4026,"Deiver Machado",57
4027,"Alex Castro",36
4028,"Micheal Azira",48
4029,"Luismi",38
4030,"Florent Hadergjonaj",44
4031,"Alberto Grassi",64
4032,"Bongani Zungu",69
4033,"Roman Bezjak",64
4034,"Jeremy Bokila",66
4035,"Joel Pohjanpalo",59
4036,"Hans Hateboer",47
4037,"José Mauri",62
4038,"Embarba",55
4039,"Alex Soares",48
4040,"Joaquín Arzura",48
4041,"Samuel Gigot",36
4042,"Jherson Vergara",19
4043,"Sergio Vittor",62
4044,"Sebastián Vegas",36
4045,"Helibelton Palacios",39
4046,"Ambroise Oyongo",35
4047,"Federico Vega",44
4048,"Yosuke Kashiwagi",67
4049,"Lukas Lerager",48
4050,"Jubal",48
4051,"Javier Abella",55
4052,"Wilde-Donald Guerrier",59
4053,"Álex Moreno",70
4054,"Mame Thiam",61
4055,"Álvaro García",55
4056,"Tornike Okriashvili",47
4057,"Emmanuel García",58
4058,"Riccardo Gagliolo",38
4059,"Leandro González",60
4060,"Bartosz Kapustka",55
4061,"Carlos Strandberg",57
4062,"Filipe Ferreira",53
4063,"Bartlomiej Dragowski",21
4064,"Bruno Petkovic",81
4065,"Scott Hogan",65
4066,"Carlos Auzqui",59
4067,"Cristian Menéndez",72
4068,"Fernando Márquez",68
4069,"Federico Lértora",58
4070,"Fernando Zuqui",51
4071,"Emanuel Insúa",41
4072,"Daniel Rosero Valencia",49
4073,"Jorge Luna",75
4074,"Diego Rodríguez",73
4075,"Alfonso Parot",49
4076,"Marcos Bolados",56
4077,"Lorenzo Reyes",50
4078,"Dagoberto Currimilla",51
4079,"Wilder Guisao",69
4080,"Johan Fuentes",41
4081,"Luis Páez",76
4082,"Carlos Arboleda",41
4083,"Wilson Morelo",76
4084,"Felipe Campos",40
4085,"Sebastián Martínez",45
4086,"Nicolás Maturana",41
4087,"Albert Acevedo",42
4088,"Danovis Banguero",47
4089,"Andrés Andrade",76
4090,"Rafael Carrascal",57
4091,"Michael Rangel",65
4092,"Mathías Riquero",57
4093,"Germán Cano",70
4094,"Cleider Alzáte",64
4095,"John Hernández",59
4096,"Dairon Mosquera",39
4097,"Matheus Uribe",68
4098,"Germán Mera",39
4099,"Cristian Higuita",54
4100,"Fáiner Torijano",43
4101,"Yerson Candelo",66
4102,"Diego Rodríguez",56
4103,"Federico Di Francesco",69
4104,"Iver Fossum",42
4105,"Juan Cornejo",30
4106,"Martín Nervo",52
4107,"João Pedro",55
4108,"Raúl López",68
4109,"Raul Rusescu",74
4110,"William Troost-Ekong",40
4111,"Kehinde Fatai",73
4112,"Ismael",56
4113,"Lee Kwang Sun",34
4114,"Santiago Montoya",65
4115,"Hernán Grana",56
4116,"Kellyn Acosta",45
4117,"Pape Sané",67
4118,"Rober Pier",39
4119,"Abdul Fatah Aseri",54
4120,"Kensuke Nagai",65
4121,"Corentin Fiore",31
4122,"Tyrone Mings",32
4123,"Frédéric Mendy",71
4124,"Steven Moreira",35
4125,"Pedro Franco",64
4126,"Hwang Ui Jo",66
4127,"Tobias Figueiredo",36
4128,"Augusto Solari",58
4129,"Nacho",40
4130,"Mario Maloca",52
4131,"Borja López",45
4132,"Janik Haberer",59
4133,"Süleyman Koç",56
4134,"Tiago Rodrigues",76
4135,"Federico Barba",35
4136,"Alexander Callens",43
4137,"Aaron Olanare",68
4138,"Esteban Saveljich",43
4139,"Ariel Rojas",66
4140,"Valentino Lazaro",67
4141,"Paulinho",47
4142,"Julio Tavares",68
4143,"Salem Al Dawsari",62
4144,"Sokol Cikalleshi",55
4145,"Jordan Ikoko",49
4146,"Dimitris Diamantakos",65
4147,"Salman Muwashar",67
4148,"Mohammed Jahfali",36
4149,"Mikel Agu",46
4150,"Yassine Bounou",24
4151,"Jakob Busk",12
4152,"Quini",58
4153,"Bryan Rabello",70
4154,"Birama Touré",53
4155,"Hussain Al Moqahwi",49
4156,"Nicolas Verdier",64
4157,"Philipp Ziereis",33
4158,"Ibrahim Ghaleb",69
4159,"Omar Ibrahim Othman",33
4160,"Robin Himmelmann",20
4161,"Alfie Mawson",32
4162,"Fabian Holland",49
4163,"Mariusz Stepinski",62
4164,"Dimitrios Kourbelis",57
4165,"Samuele Longo",64
4166,"Anastasios Bakasetas",63
4167,"Edin Cocalic",42
4168,"Darko Jevtic",63
4169,"Lars Veldwijk",76
4170,"Lucas Torró",57
4171,"Boubacar Fofana",52
4172,"Stéphane Badji",46
4173,"Lucas Lima",56
4174,"Kaan Ayhan",47
4175,"Facundo Pereyra",62
4176,"Ethan Finlay",58
4177,"Fernando Barrientos",50
4178,"Felipe",65
4179,"Juan Carlos Paredes",52
4180,"Leandro Trossard",62
4181,"Roman Bezus",56
4182,"Patrick Bamford",69
4183,"Laurent Jans",49
4184,"Enver Cenk Sahin",57
4185,"Jacopo Dezi",52
4186,"Roman Emelyanov",60
4187,"Nicola Murru",47
4188,"Téji Savanier",70
4189,"Fran Carbia",60
4190,"Moussa Kone",67
4191,"Cristóbal Jorquera",66
4192,"Jordon Ibe",57
4193,"Valerio Verre",55
4194,"Anthony Lozano",67
4195,"Sebastián Sosa",22
4196,"Rob Schoofs",53
4197,"Anthony Koura",54
4198,"Jeff Louis",61
4199,"Naïm Sliti",70
4200,"Adriano Facchini",30
4201,"John Egan",54
4202,"Prince Désir Gouano",33
4203,"Youssef Toutouh",45
4204,"Brighton Mhlongo",20
4205,"Salim Khelifi",49
4206,"Oriol Rosell",49
4207,"Kenneth Otigba",35
4208,"Hervías",51
4209,"Maxime Dupé",18
4210,"Raphael Holzhauser",68
4211,"Koray Günter",37
4212,"Gabriel Achilier",35
4213,"Paul Dummett",43
4214,"Adam Reach",55
4215,"Rafal Wolski",45
4216,"Clément Tainmont",54
4217,"Bruno Zuculini",80
4218,"Lucas Aveldaño",62
4219,"Engin Bekdemir",61
4220,"Jon Toral",49
4221,"Gaëtan Courtet",61
4222,"Cristian Galano",56
4223,"Massimo Bruno",55
4224,"Ayanda Patosi",65
4225,"Joe Bryan",63
4226,"Benjamin Kessel",67
4227,"Leandro",68
4228,"Thiago Galhardo",66
4229,"Yu Sang Hun",25
4230,"Dimitri Foulquier",49
4231,"Tim Kister",33
4232,"Diego Chará",67
4233,"Isaías",50
4234,"Connor Ripley",14
4235,"James Tarkowski",34
4236,"Nahki Wells",61
4237,"Etiënne Reijnen",44
4238,"Jair",65
4239,"Rodrigo Ely",35
4240,"Thomas Bruns",48
4241,"Jon Flanagan",47
4242,"Erik Morán",46
4243,"Gustav Wikheim",31
4244,"Massadio Haïdara",55
4245,"Kevin Kraus",47
4246,"Andre Wisdom",43
4247,"Bruno Martella",33
4248,"Elias Kachunga",68
4249,"Sebastian Lletget",58
4250,"Hannes Van Der Bruggen",58
4251,"Toni Šunjic",50
4252,"Nicola Leali",17
4253,"Thibault Moulin",72
4254,"Sergey Bryzgalov",34
4255,"Maxime Colin",41
4256,"João Diogo",41
4257,"Jeffrey Schlupp",68
4258,"Denys Oliynyk",70
4259,"Giannis Maniatis",65
4260,"Gaztañaga",36
4261,"Diogo Amado",70
4262,"Barry Douglas",69
4263,"Benito Raman",65
4264,"Ibrahima Conté",54
4265,"Marcelo Silva",49
4266,"Graeme Shinnie",48
4267,"Roland Alberg",77
4268,"Michael Hector",44
4269,"Florian Jozefzoon",64
4270,"Atinç Nukan",41
4271,"Nicolas Höfler",50
4272,"Mustafa Yumlu",44
4273,"André Hoffmann",42
4274,"Daniel Royer",45
4275,"Marco Torsiglieri",61
4276,"Maikel Kieftenbeld",58
4277,"Jesús Sánchez",60
4278,"Bekim Balaj",56
4279,"Joffrey Cuffaut",56
4280,"Giulio Ebagua",68
4281,"Tobias Kempe",63
4282,"Ákos Elek",58
4283,"Michiel Jonckheere",55
4284,"Alexander Domínguez",18
4285,"Luis Marín",23
4286,"Simone Romagnoli",38
4287,"Abraham",57
4288,"Bailey Wright",39
4289,"Fredrik Midtsjø",47
4290,"Alexandr Kolomeytsev",45
4291,"Nikola Ðurdic",71
4292,"Cláudio Ramos",13
4293,"Mika",14
4294,"Paulus Arajuuri",20
4295,"Guitián",30
4296,"Steve Clark",25
4297,"Danny Williams",50
4298,"Stefan Šcepovic",82
4299,"Osvaldo González",52
4300,"Eunan OKane",56
4301,"Diego Fabbrini",59
4302,"Ali Ahamada",21
4303,"Yasser Al Mosailem",20
4304,"Lars Vilsvik",64
4305,"Christophe Diandy",55
4306,"Jhasmani Campos",81
4307,"Babanco",45
4308,"José Manuel Velázquez",37
4309,"Stalin Motta",76
4310,"Rodrigo Millar",80
4311,"Ivan Ivanov",24
4312,"Marco Davide Faraoni",66
4313,"Radosav Petrovic",47
4314,"Danny Batth",27
4315,"David Davis",47
4316,"Edgar Costa",61
4317,"Amara Baby",59
4318,"Javi Ros",58
4319,"Will Grigg",74
4320,"Abdoul Razzagui Camara",52
4321,"Isma López",49
4322,"Adam Matthews",50
4323,"Maximiliano Coronel",40
4324,"Loris Benito",56
4325,"Marin Leovac",33
4326,"Heinz Lindner",19
4327,"Marcelo Sarvas",58
4328,"Wes Foderingham",14
4329,"Diego Falcinelli",62
4330,"Charlison Benschop",74
4331,"Felipe",54
4332,"Oscar Jiménez",22
4333,"Archimede Morleo",50
4334,"Leandro Cabrera",49
4335,"Moritz Hartmann",84
4336,"Andreas Luthe",21
4337,"Fabian Klos",70
4338,"Sambou Yatabaré",64
4339,"Héctor Yuste",49
4340,"Hernán Bernardello",51
4341,"Baba Diawara",73
4342,"Lionn",51
4343,"Marcinho",78
4344,"Daniel Adejo",42
4345,"Evgeniy Makeev",61
4346,"Nabil Bahoui",68
4347,"Abdulmalek Al Khaibari",46
4348,"Hassan Muath Fallatah",71
4349,"Leandro Chichizola",25
4350,"Kléber",76
4351,"Leandro",69
4352,"Emil Salomonsson",71
4353,"Kamil Wilczek",67
4354,"Håvard Nielsen",56
4355,"Marco Terrazzino",59
4356,"Manuel Gulde",44
4357,"Hervé Bazile",65
4358,"Henrik Dalsgaard",52
4359,"Yoann Andreu",25
4360,"Franco Zuculini",48
4361,"Janusz Gol",62
4362,"André Hansen",17
4363,"Teemu Pukki",62
4364,"Mert Günok",16
4365,"Robert Gucher",61
4366,"Gennaro Scognamiglio",44
4367,"Georg Niedermeier",49
4368,"Lorenzo Del Prete",50
4369,"Migjen Basha",62
4370,"Aleksandar Prijovic",55
4371,"Guido Marilungo",65
4372,"Reza Ghoochannejhad",65
4373,"Ruslan Kambolov",65
4374,"Guarrotxena",67
4375,"Bartosz Salamon",41
4376,"Maikon Leite",69
4377,"Mirko Boland",56
4378,"Fausto Rossi",59
4379,"Nathan Baker",35
4380,"Mattias Johansson",46
4381,"Thiago Cionek",39
4382,"Francesco Caputo",74
4383,"Ahmed Kashi",52
4384,"Mustafa Pektemek",71
4385,"Declan Rudd",43
4386,"Mehdi Abeid",62
4387,"Mirco Antenucci",74
4388,"Alan Baró",58
4389,"Aziz Bouhaddouz",74
4390,"Tommy Oar",61
4391,"Bakary Saré",33
4392,"Paulo Garcés",15
4393,"Zaur Sadaev",60
4394,"Jakob Jantscher",72
4395,"Enrique Pérez",46
4396,"Sean Morrison",47
4397,"Niall McGinn",67
4398,"Montoro",62
4399,"Roger Espinoza",60
4400,"Andy King",63
4401,"Matías Rodríguez",68
4402,"Fernando Navarro",64
4403,"Dušan Veškovac",52
4404,"László Köteles",44
4405,"Gilles Sunu",73
4406,"Dušan Kuciak",13
4407,"Massimo Coda",65
4408,"Elderson Echiéjilé",31
4409,"Nílton",53
4410,"Arnold Bouka Moutou",51
4411,"Mano",43
4412,"Denis Petric",22
4413,"Eduardo Herrera",71
4414,"Luis Montes",68
4415,"Tomasz Kupisz",62
4416,"Eric Lichaj",52
4417,"Alex Smithies",37
4418,"John Bostock",76
4419,"Riccardo Maniero",74
4420,"Giuseppe Bellusci",40
4421,"Brayan Angulo",34
4422,"Stefano Celozzi",42
4423,"Aarón Ñíguez",67
4424,"Ryan Bennett",48
4425,"Dirk Marcellis",61
4426,"Vagner",13
4427,"Sascha Mölders",65
4428,"Emanuele Terranova",65
4429,"Joshua John",62
4430,"Prince Oniangué",52
4431,"Mario Bolatti",67
4432,"Adlène Guédioura",57
4433,"Nicolò Cherubin",18
4434,"Jo Inge Berget",62
4435,"Jérémy Taravel",50
4436,"Kazenga LuaLua",64
4437,"Thuso Phala",65
4438,"Mark Beevers",45
4439,"Gaetano Berardi",40
4440,"Egidio Arévalo Ríos",64
4441,"Tim Matavž",69
4442,"Léo Silva",63
4443,"Adam Hloušek",61
4444,"Hajime Hosogai",46
4445,"David McGoldrick",78
4446,"Václav Procházka",57
4447,"Dame NDoye",60
4448,"Rodolfo Salinas",59
4449,"David Cabrera",58
4450,"Leandro Grimi",56
4451,"Anthony Pilkington",65
4452,"Radoslaw Majewski",64
4453,"Xavi Torres",49
4454,"Rouwen Hennings",67
4455,"Thomas Phibel",48
4456,"Oleksandr Rybka",21
4457,"Charlie Mulgrew",59
4458,"Chris Kum",44
4459,"Habib Habibou",58
4460,"Aleandro Rosi",50
4461,"André Leão",50
4462,"Alain Traoré",73
4463,"Ismail Konuk",32
4464,"Cenk Gönen",12
4465,"Stefano Guberti",75
4466,"José Guerrero",51
4467,"Kévin Constant",56
4468,"Daniele Capelli",46
4469,"Moreno Costanzo",71
4470,"Nicolás Bertolo",57
4471,"Julio César Domínguez",30
4472,"Lukas Jutkiewicz",76
4473,"Mattias Bjärsmyr",34
4474,"Per Karlsson",37
4475,"Jahmir Hyka",52
4476,"Nano",67
4477,"Daniel Halfar",52
4478,"Jan Rosenthal",58
4479,"Christian Bolaños",43
4480,"Khalifa Sankaré",17
4481,"Walter Ayoví",68
4482,"Victor Bernárdez",64
4483,"Chris Gunter",47
4484,"Christoph Leitgeb",64
4485,"Fabio Ceravolo",70
4486,"Daniele Dessena",56
4487,"Stylianos Malezas",37
4488,"Tomasz Jodlowiec",55
4489,"Matías Cahais",55
4490,"Brian Hamalainen",57
4491,"Pierre Kanstrup",49
4492,"Souleymane Bamba",19
4493,"Réginal Goreux",59
4494,"David Fernández",36
4495,"Joona Toivio",59
4496,"Gertjan De Mets",58
4497,"Michael Mancienne",41
4498,"Linares",59
4499,"Rafa López",44
4500,"Carlos Esquivel",65
4501,"Javi Moyano",46
4502,"Jordi Gómez",82
4503,"Sastre",57
4504,"Antonio Balzano",36
4505,"David Cotterill",63
4506,"Ryan Shotton",59
4507,"Roy Beerens",71
4508,"Hugo Ventura",17
4509,"Carlos Luna",79
4510,"Kieran Lee",59
4511,"Fraizer Campbell",68
4512,"Michael Madl",57
4513,"Jordens Peters",46
4514,"Ikechi Anya",55
4515,"Jonathan Martins Pereira",52
4516,"Mouhamadou Dabo",54
4517,"Henok Goitom",70
4518,"Magnus Troest",12
4519,"Efraín Juárez",51
4520,"Steffen Hagen",36
4521,"Viktor Fayzulin",43
4522,"Kyle Lafferty",75
4523,"Park Chu Young",81
4524,"Darío Bottinelli",78
4525,"Sekou Cissé",70
4526,"Joel Lynch",35
4527,"Drew Moor",42
4528,"Johan Dahlin",13
4529,"Pita",69
4530,"Nauzet",21
4531,"Alexis Thébaux",12
4532,"Grant Leadbitter",77
4533,"Andrea Lazzari",68
4534,"James Vaughan",70
4535,"Jordan Remacle",76
4536,"Miloš Krasic",69
4537,"Paul Gallagher",68
4538,"Andy Keogh",72
4539,"Emanuel Villa",68
4540,"Liam Ridgewell",53
4541,"Peter Whittingham",82
4542,"Davide Biondini",51
4543,"Víctor Casadesús",69
4544,"José Rivas",53
4545,"François Clerc",59
4546,"Ólafur Ingi Skúlason",60
4547,"Vasyl Kobin",44
4548,"Avimiled Rivas",53
4549,"Eugene Galekovic",21
4550,"Clayton Donaldson",64
4551,"Nereo Fernández",24
4552,"Christian Puggioni",21
4553,"Braulio Leal",67
4554,"Craig Bryson",61
4555,"Lukasz Szukala",42
4556,"Willem Janssen",75
4557,"David Edwards",55
4558,"Thomas Kessler",16
4559,"Joël Sami",48
4560,"José De la Cuesta",38
4561,"Christoph Janker",50
4562,"Juan Carlos Medina",68
4563,"Damián Álvarez",66
4564,"Jakub Rzezniczak",35
4565,"Carlitos",64
4566,"Lukasz Tralka",65
4567,"Víctor Figueroa",34
4568,"Gustavo Colman",72
4569,"Daniel Montenegro",74
4570,"Mike Williamson",49
4571,"Liam Rosenior",44
4572,"Dimitrios Konstantopoulos",18
4573,"Marco Caligiuri",63
4574,"Daniele Corvia",75
4575,"Ali Al-Habsi",13
4576,"Davy De fauw",78
4577,"Slawomir Peszko",55
4578,"Pawel Kieszek",9
4579,"Ivica Olic",73
4580,"Igor Lebedenko",71
4581,"Roman Pavlyuchenko",77
4582,"Juan Rodriguez",54
4583,"Rubén",25
4584,"Ikechukwu Uche",67
4585,"Razvan Rat",49
4586,"Emiliano Papa",58
4587,"Jonás Gutiérrez",71
4588,"Facundo Erpen",47
4589,"Patricio Toranzo",63
4590,"Israel Damonte",60
4591,"Alexandros Tziolis",58
4592,"Sammy Bossut",17
4593,"Ross Wallace",61
4594,"Óscar Pérez",23
4595,"Alessandro Cordaro",62
4596,"Carlos Salcido",62
4597,"Billy Jones",57
4598,"Issa Cissokho",57
4599,"Hassan Yebda",74
4600,"Amaya",25
4601,"Franck Signorino",42
4602,"Jordan Lotiès",57
4603,"Christophe Lepoint",69
4604,"Kim Do Heon",73
4605,"Rodolfo",56
4606,"Niki Zimling",69
4607,"Jesper Hansen",20
4608,"Sabri Sarioglu",54
4609,"Ali Turan",62
4610,"Sulley Muntari",71
4611,"Marco Donadel",55
4612,"Elyasa Süme",31
4613,"Youssouf Hadji",73
4614,"Clément Maury",16
4615,"Alexander Madlung",43
4616,"Daniel Sjölund",59
4617,"Heiko Westermann",42
4618,"Johan Cavalli",77
4619,"Darren Bent",75
4620,"Jakob Poulsen",71
4621,"Matteo Brighi",68
4622,"Daniele Cacia",75
4623,"Steve von Bergen",46
4624,"Benoît Cheyrou",74
4625,"Gerhard Tremmel",41
4626,"Steed Malbranque",66
4627,"Rúben Fernandes",58
4628,"Stefan Ishizaki",68
4629,"Moreira",11
4630,"Sergiu Hanca",53
4631,"Damir Šovšic",65
4632,"Juan Sebastián Verón",82
4633,"Cristian Colmán",68
4634,"Tomáš Soucek",56
4635,"Antonín Barák",66
4636,"Manolis Siopis",59
4637,"Sasa Lukic",66
4638,"Michael Ngadeu-Ngadjui",50
4639,"Maximiliano Olivera",52
4640,"Andriy Totovytskyi",62
4641,"Alberth Elis",65
4642,"Omer Atzili",59
4643,"Ever Corredeira",73
4644,"Nilson Padilho",49
4645,"Luan Sendeiro",43
4646,"Jailson Oliva",42
4647,"João Bardinho",63
4648,"Rafa Navarro",48
4649,"Srdjan Babic",38
4650,"Youssef En-Nesyri",59
4651,"Matthijs de Ligt",40
4652,"Achraf Hakimi",46
4653,"Mateus",44
4654,"Ratón",15
4655,"Platiny",55
4656,"Sergey Chernik",11
4657,"Salvi",54
4658,"Alberto Benito",44
4659,"Didi",40
4660,"Borja Lasso",61
4661,"Allan Ardaújo",72
4662,"Jairo Farnias",14
4663,"Ricky Guerreda",53
4664,"Elgezabal",41
4665,"Milad Mohammadi",61
4666,"Daisuke Suzuki",42
4667,"Bernardo",38
4668,"Guillermo Acosta",40
4669,"Gonzalo Papa",50
4670,"Nicolás Romat",39
4671,"Nicolás Silva",47
4672,"Wataru Endo",56
4673,"Christopher Nkunku",54
4674,"Ryota Moriwaki",62
4675,"Milan Škriniar",58
4676,"Emanuel Dening",65
4677,"Gabriel Sanabria",51
4678,"Leonardo Castro",66
4679,"Yann Karamoh",65
4680,"Javi Ontiveros",68
4681,"Cameron Borthwick-Jackson",46
4682,"Alexis Soto",38
4683,"Joris Gnagnon",47
4684,"Emre Mor",49
4685,"Nejc Skubic",32
4686,"Jozo Šimunovic",36
4687,"Saberto Botelho",46
4688,"Sevinho Santos",57
4689,"Vicemte Tófoli",73
4690,"Diogildo Peixe",66
4691,"Raphael Paneira",59
4692,"Macarinho Louro",71
4693,"Renaldo Justinho",64
4694,"Alam Basteirinho",71
4695,"Diegildo Ramos",61
4696,"Ansel Barnisco",75
4697,"Nazarinho Rios",61
4698,"Lourival Dinisco",61
4699,"Allison Sireo",48
4700,"Eltson Marques",51
4701,"Césario Figueirido",62
4702,"Milton Menceiros",49
4703,"Bernardo Motinho",62
4704,"Sérgio Espinho",61
4705,"Paulo Mesqueira",73
4706,"Daguinho Parrela",61
4707,"Luisinho Conradi",55
4708,"Wagner Orsinho",74
4709,"Emerson Avintes",59
4710,"Breno Bemposta",74
4711,"Enzo Chissano",64
4712,"Alexio Sanctos",41
4713,"Renatao Baumer",48
4714,"Alam Araújo",50
4715,"Victor Fachinhas",24
4716,"Vital Nsimba",50
4717,"Fran Villalba",57
4718,"Andrey Lunev",15
4719,"Georgiy Dzhikiya",45
4720,"Rodrigo Pinho",69
4721,"Victorien Angban",39
4722,"Pascal Stenzel",49
4723,"Fernando De Paul",21
4724,"David Rocha",55
4725,"Matheus Pereira",62
4726,"Charles",18
4727,"Elohim Rolland",42
4728,"Davide Calabria",43
4729,"Hidde Jurjus",23
4730,"Marc Roberts",34
4731,"Zinédine Machach",55
4732,"Raillo",43
4733,"Alexandre Silva",45
4734,"Giovanni Troupée",41
4735,"Georgiy Tigiev",41
4736,"Brandley Kuwas",56
4737,"Rico Strieder",47
4738,"Óscar Vílchez",59
4739,"Josep Señé",61
4740,"Nuno Santos",71
4741,"Kim Seung Joon",58
4742,"Anastasios Donis",69
4743,"Hugo Basto",46
4744,"Dmitriy Stotskiy",62
4745,"Samuel Adegbenro",58
4746,"Damián Lemos",51
4747,"Cristian Arrieta",41
4748,"Melero",53
4749,"Yojiro Takahagi",60
